"","ttext","date","isretweet","retweetcount","favoritecount","score","product","city","country","duplicate"
"135","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 05:46:21","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"136","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 05:44:30","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"137","Apple explains what exactly happened when Face ID failed during iPhone X demo  ","2017-09-14 05:42:11","FALSE","1","0","-1","Apple Iphone","Toronto","Canada",FALSE
"138","Wireless chargers for Apple's new iPhones -- A Buying Guide  ","2017-09-14 05:32:49","FALSE","0","0","0","Apple Iphone","Toronto","Canada",FALSE
"139","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 05:32:10","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"140","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 05:29:48","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"141","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 05:28:34","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"142","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 05:26:37","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"143","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 05:26:22","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"144","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 05:24:52","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"145","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 05:23:53","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"146","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 05:22:11","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"147","RT @chulomang: if iphone 8 has a u2 album on it im never buying apple product in my life every again","2017-09-14 05:21:58","TRUE","70","0","0","Apple Iphone","Toronto","Canada",FALSE
"148","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 05:20:49","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"149","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 05:19:59","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
"150","RT @chulomang: me: whats the difference between iphone 7 and iphone 8

apple employee:  ","2017-09-14 05:19:10","TRUE","3893","0","0","Apple Iphone","Toronto","Canada",TRUE
